0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,2,0,2,0,1,0,1,0,2,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,0,1,0,2
1,0,1,1,2,0,2,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,2,0,0,0,0
0,1,0,1,0,1,0,1,2,0,2,0,4,2,1,1,1,2,1,2,1,0,1,1,0,0,1,0,1,0
0,0,2,0,0,1,2,0,1,3,0,0,0,0,0,1,0,0,4,0,0,2,0,0,1,0,0,3,0,0
5,0,0,0,0,0,0,0,1,0,4,0,4,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
0,1,0,1,12,2,4,3,2,0,3,8,0,3,1,0,24,3,2,7,3,8,2,2,7,0,5,5,1,1
1,1,15,40,0,32,0,2,8,0,33,21,62,54,25,49,36,26,0,35,0,2,19,0,2,2,25,16,4,0
